gene	depth	guuid
APH(3'')-Ib	152	a4f35941-3131-4cef-b436-b168f6145aaa
APH(6)-Id	121	a4f35941-3131-4cef-b436-b168f6145aaa
GlpT	78	a4f35941-3131-4cef-b436-b168f6145aaa
MarR	58	a4f35941-3131-4cef-b436-b168f6145aaa
PmrB	98	a4f35941-3131-4cef-b436-b168f6145aaa
Sul2	154	a4f35941-3131-4cef-b436-b168f6145aaa
TEM-1	174	a4f35941-3131-4cef-b436-b168f6145aaa
CyaA	25	a4f4d09f-0de7-4bcd-8f5d-36ed8e0795b4
GlpT	20	a4f4d09f-0de7-4bcd-8f5d-36ed8e0795b4
GlpT	75	a4fb4470-2b71-4877-8382-6f2a5fda82c5
PmrB	90	a4fb4470-2b71-4877-8382-6f2a5fda82c5
GlpT	81	a5083489-ae3f-457e-b2cf-20343a32301f
PmrB	68	a5083489-ae3f-457e-b2cf-20343a32301f
UhpT	78	a5083489-ae3f-457e-b2cf-20343a32301f
1	149	a5085059-0353-457f-9a66-0431d547129e
2'-phosphotransferase	114	a5085059-0353-457f-9a66-0431d547129e
APH(3'')-Ib	148	a5085059-0353-457f-9a66-0431d547129e
APH(6)-Id	154	a5085059-0353-457f-9a66-0431d547129e
AadA2	147	a5085059-0353-457f-9a66-0431d547129e
DfrA12	140	a5085059-0353-457f-9a66-0431d547129e
GlpT	82	a5085059-0353-457f-9a66-0431d547129e
PmrB	88	a5085059-0353-457f-9a66-0431d547129e
Sul1	130	a5085059-0353-457f-9a66-0431d547129e
GlpT	73	a51c76f1-e85a-420e-a2c6-c66f970769ff
PmrB	74	a51c76f1-e85a-420e-a2c6-c66f970769ff
1	144	a5348159-9738-4e9e-95f2-d1de5b53919d
2'-phosphotransferase	165	a5348159-9738-4e9e-95f2-d1de5b53919d
APH(3'')-Ib	178	a5348159-9738-4e9e-95f2-d1de5b53919d
APH(6)-Id	176	a5348159-9738-4e9e-95f2-d1de5b53919d
AadA1	148	a5348159-9738-4e9e-95f2-d1de5b53919d
DfrA1	150	a5348159-9738-4e9e-95f2-d1de5b53919d
Sul1	112	a5348159-9738-4e9e-95f2-d1de5b53919d
TEM-1	82	a5348159-9738-4e9e-95f2-d1de5b53919d
Tet(B)	144	a5348159-9738-4e9e-95f2-d1de5b53919d
GlpT	78	a549915c-4488-41f1-9bb9-a9aa96044d4b
ParE	111	a549915c-4488-41f1-9bb9-a9aa96044d4b
PmrB	117	a549915c-4488-41f1-9bb9-a9aa96044d4b
PtsI	91	a549915c-4488-41f1-9bb9-a9aa96044d4b
UhpT	116	a549915c-4488-41f1-9bb9-a9aa96044d4b
1	156	a54c108f-1fa5-4eae-a489-a4e7b5d45ae4
AadA1	156	a54c108f-1fa5-4eae-a489-a4e7b5d45ae4
GlpT	70	a54c108f-1fa5-4eae-a489-a4e7b5d45ae4
PmrB	87	a54c108f-1fa5-4eae-a489-a4e7b5d45ae4
Sul1	138	a54c108f-1fa5-4eae-a489-a4e7b5d45ae4
UhpT	98	a54c108f-1fa5-4eae-a489-a4e7b5d45ae4
AadA1	170	a558c618-f777-48d4-9b80-4b04f04f4e6e
AadA2	147	a558c618-f777-48d4-9b80-4b04f04f4e6e
CmlA1	177	a558c618-f777-48d4-9b80-4b04f04f4e6e
DfrA12	151	a558c618-f777-48d4-9b80-4b04f04f4e6e
GlpT	76	a558c618-f777-48d4-9b80-4b04f04f4e6e
MarR	63	a558c618-f777-48d4-9b80-4b04f04f4e6e
O-acetyltransferase	125	a558c618-f777-48d4-9b80-4b04f04f4e6e
PmrB	96	a558c618-f777-48d4-9b80-4b04f04f4e6e
QacL	129	a558c618-f777-48d4-9b80-4b04f04f4e6e
Sul3	110	a558c618-f777-48d4-9b80-4b04f04f4e6e
TEM-1	144	a558c618-f777-48d4-9b80-4b04f04f4e6e
Tet(B)	132	a558c618-f777-48d4-9b80-4b04f04f4e6e
1	132	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
2'-phosphotransferase	153	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
APH(3'')-Ib	168	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
APH(6)-Id	149	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
AadA5	165	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
DfrA17	129	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
FosA7.5	100	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
GlpT	112	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
GyrA	110	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
ParC	132	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
PmrB	138	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
Sul1	153	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
Sul2	163	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
TEM-1	130	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
Tet(A)	162	a5643d8f-4b1a-41a2-ad6f-e89dca7ccce4
APH(3'')-Ib	157	a59a3c7a-42fd-4759-b999-1facb9774ecc
APH(6)-Id	149	a59a3c7a-42fd-4759-b999-1facb9774ecc
GlpT	83	a59a3c7a-42fd-4759-b999-1facb9774ecc
GyrA	87	a59a3c7a-42fd-4759-b999-1facb9774ecc
ParC	90	a59a3c7a-42fd-4759-b999-1facb9774ecc
PmrB	90	a59a3c7a-42fd-4759-b999-1facb9774ecc
Sul2	146	a59a3c7a-42fd-4759-b999-1facb9774ecc
TEM-1	167	a59a3c7a-42fd-4759-b999-1facb9774ecc
APH(3'')-Ib	79	a59bae46-0242-4ae1-b360-c57a47401771
APH(6)-Id	95	a59bae46-0242-4ae1-b360-c57a47401771
CTX-M-15	149	a59bae46-0242-4ae1-b360-c57a47401771
DfrA14	94	a59bae46-0242-4ae1-b360-c57a47401771
GlpT	68	a59bae46-0242-4ae1-b360-c57a47401771
PmrB	63	a59bae46-0242-4ae1-b360-c57a47401771
QnrB1	100	a59bae46-0242-4ae1-b360-c57a47401771
Sul2	80	a59bae46-0242-4ae1-b360-c57a47401771
TEM-1	98	a59bae46-0242-4ae1-b360-c57a47401771
GlpT	34	a5be4371-477c-4104-8b54-63bd5627dc88
1	117	a5c1ede1-2a68-4c8b-8fce-d454b91105b9
AadA1	196	a5c1ede1-2a68-4c8b-8fce-d454b91105b9
DfrA1	62	a5c1ede1-2a68-4c8b-8fce-d454b91105b9
GlpT	57	a5c1ede1-2a68-4c8b-8fce-d454b91105b9
PmrB	70	a5c1ede1-2a68-4c8b-8fce-d454b91105b9
SHV-1	99	a5c1ede1-2a68-4c8b-8fce-d454b91105b9
Sat2	79	a5c1ede1-2a68-4c8b-8fce-d454b91105b9
Sul1	102	a5c1ede1-2a68-4c8b-8fce-d454b91105b9
Tet(D)	122	a5c1ede1-2a68-4c8b-8fce-d454b91105b9
GlpT	83	a5d70197-a8e1-47b3-bb3c-278e99e47210
GyrA	81	a5d70197-a8e1-47b3-bb3c-278e99e47210
ParC	89	a5d70197-a8e1-47b3-bb3c-278e99e47210
ParE	91	a5d70197-a8e1-47b3-bb3c-278e99e47210
PmrB	83	a5d70197-a8e1-47b3-bb3c-278e99e47210
PtsI	88	a5d70197-a8e1-47b3-bb3c-278e99e47210
UhpT	89	a5d70197-a8e1-47b3-bb3c-278e99e47210
1	180	a5e25c10-c42f-418f-9ba0-2aa3d44bee18
AadA1	169	a5e25c10-c42f-418f-9ba0-2aa3d44bee18
GlpT	92	a5e25c10-c42f-418f-9ba0-2aa3d44bee18
PmrB	120	a5e25c10-c42f-418f-9ba0-2aa3d44bee18
Sul1	162	a5e25c10-c42f-418f-9ba0-2aa3d44bee18
TEM-1	183	a5e25c10-c42f-418f-9ba0-2aa3d44bee18
GlpT	25	a6258a6a-f4b9-4234-96b1-845b8a967a26
PmrB	35	a6258a6a-f4b9-4234-96b1-845b8a967a26
GlpT	65	a64d6ff5-82a6-4de5-8926-24d32f42b030
MarR	56	a64d6ff5-82a6-4de5-8926-24d32f42b030
PmrB	91	a64d6ff5-82a6-4de5-8926-24d32f42b030
UhpT	103	a64d6ff5-82a6-4de5-8926-24d32f42b030
1	81	a64dc5a8-74be-4e85-903e-35f46d30c98e
2'-phosphotransferase	78	a64dc5a8-74be-4e85-903e-35f46d30c98e
AAC(3)-IId	95	a64dc5a8-74be-4e85-903e-35f46d30c98e
APH(3'')-Ib	95	a64dc5a8-74be-4e85-903e-35f46d30c98e
APH(6)-Id	98	a64dc5a8-74be-4e85-903e-35f46d30c98e
AadA2	104	a64dc5a8-74be-4e85-903e-35f46d30c98e
DfrA12	83	a64dc5a8-74be-4e85-903e-35f46d30c98e
GlpT	76	a64dc5a8-74be-4e85-903e-35f46d30c98e
GyrA	70	a64dc5a8-74be-4e85-903e-35f46d30c98e
PmrB	71	a64dc5a8-74be-4e85-903e-35f46d30c98e
Sul1	84	a64dc5a8-74be-4e85-903e-35f46d30c98e
Sul2	83	a64dc5a8-74be-4e85-903e-35f46d30c98e
TEM-1	94	a64dc5a8-74be-4e85-903e-35f46d30c98e
Tet(B)	84	a64dc5a8-74be-4e85-903e-35f46d30c98e
UhpT	83	a64dc5a8-74be-4e85-903e-35f46d30c98e
GlpT	48	a651dde7-4def-45dc-be1b-f0ee332c775e
PmrB	62	a651dde7-4def-45dc-be1b-f0ee332c775e
TEM-1	885.5	a651dde7-4def-45dc-be1b-f0ee332c775e
1	117	a669e7d6-abd9-423b-9800-cc18f7a81032
APH(3'')-Ib	35	a669e7d6-abd9-423b-9800-cc18f7a81032
APH(6)-Id	42	a669e7d6-abd9-423b-9800-cc18f7a81032
AadA1	84	a669e7d6-abd9-423b-9800-cc18f7a81032
DfrA1	162	a669e7d6-abd9-423b-9800-cc18f7a81032
GlpT	43	a669e7d6-abd9-423b-9800-cc18f7a81032
PmrB	45	a669e7d6-abd9-423b-9800-cc18f7a81032
Sul1	20	a669e7d6-abd9-423b-9800-cc18f7a81032
Sul2	20	a669e7d6-abd9-423b-9800-cc18f7a81032
TEM-1	171	a669e7d6-abd9-423b-9800-cc18f7a81032
Tet(B)	398	a669e7d6-abd9-423b-9800-cc18f7a81032
1	57	a66f3423-5755-43e9-9daa-5efea659c88d
APH(3'')-Ib	58	a66f3423-5755-43e9-9daa-5efea659c88d
APH(6)-Id	64	a66f3423-5755-43e9-9daa-5efea659c88d
CyaA	64	a66f3423-5755-43e9-9daa-5efea659c88d
DfrA7	70	a66f3423-5755-43e9-9daa-5efea659c88d
GlpT	62	a66f3423-5755-43e9-9daa-5efea659c88d
Sul1	59	a66f3423-5755-43e9-9daa-5efea659c88d
Sul2	54	a66f3423-5755-43e9-9daa-5efea659c88d
TEM-1	76	a66f3423-5755-43e9-9daa-5efea659c88d
Tet(A)	66	a66f3423-5755-43e9-9daa-5efea659c88d
GlpT	58	a6761e11-4f96-438f-8b0b-ea55b5108131
PmrB	70	a6761e11-4f96-438f-8b0b-ea55b5108131
GlpT	48	a696fd3a-e666-469a-ae50-864a6481c045
MarR	43	a696fd3a-e666-469a-ae50-864a6481c045
PmrB	49	a696fd3a-e666-469a-ae50-864a6481c045
GlpT	60	a6b5bedb-bcfa-43a2-aefe-385472fb75c0
MarR	53	a6b5bedb-bcfa-43a2-aefe-385472fb75c0
PmrB	71	a6b5bedb-bcfa-43a2-aefe-385472fb75c0
Sul2	125	a6b5bedb-bcfa-43a2-aefe-385472fb75c0
TEM-1	277	a6b5bedb-bcfa-43a2-aefe-385472fb75c0
UhpT	74	a6b5bedb-bcfa-43a2-aefe-385472fb75c0
AadA1	97	a6b8fa55-4f25-46d1-882a-b4d00bb47f7b
DfrA1	112	a6b8fa55-4f25-46d1-882a-b4d00bb47f7b
GlpT	84	a6b8fa55-4f25-46d1-882a-b4d00bb47f7b
GyrA	87	a6b8fa55-4f25-46d1-882a-b4d00bb47f7b
PmrB	97	a6b8fa55-4f25-46d1-882a-b4d00bb47f7b
Sat2	89	a6b8fa55-4f25-46d1-882a-b4d00bb47f7b
Sul2	161	a6b8fa55-4f25-46d1-882a-b4d00bb47f7b
TEM-1	94	a6b8fa55-4f25-46d1-882a-b4d00bb47f7b
1	64	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
2'-phosphotransferase	59	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
AAC(3)-IIe	66	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
AAC(6')-Ib-cr5	73	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
AadA5	63	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
CTX-M-15	78	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
CatB3	73	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
DfrA17	97	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
GlpT	68	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
GyrA	70	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
OXA-1	98	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
ParC	74	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
ParE	74	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
PmrB	76	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
PtsI	77	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
Sul1	72	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
UhpT	70	a6c6e2c3-0750-4a56-9dd2-1e2f01e41ba9
AadA1	76	a7114170-33cd-4ead-885f-fd68be6d7d94
DfrA1	87	a7114170-33cd-4ead-885f-fd68be6d7d94
GlpT	68	a7114170-33cd-4ead-885f-fd68be6d7d94
MarR	71	a7114170-33cd-4ead-885f-fd68be6d7d94
PmrB	79	a7114170-33cd-4ead-885f-fd68be6d7d94
Sat2	73	a7114170-33cd-4ead-885f-fd68be6d7d94
UhpT	88	a7114170-33cd-4ead-885f-fd68be6d7d94
GlpT	69	a7126102-a641-4f6c-8187-bb5e78a312d7
GlpT	84	a72d83ae-c4e6-44c3-a61b-35859da7d3a2
MarR	75	a72d83ae-c4e6-44c3-a61b-35859da7d3a2
PmrB	103	a72d83ae-c4e6-44c3-a61b-35859da7d3a2
GlpT	43	a730e912-6990-4152-b024-5adb25ff6aa6
ParE	51	a730e912-6990-4152-b024-5adb25ff6aa6
PmrB	54	a730e912-6990-4152-b024-5adb25ff6aa6
PtsI	51	a730e912-6990-4152-b024-5adb25ff6aa6
UhpT	57	a730e912-6990-4152-b024-5adb25ff6aa6
GlpT	24	a737bdda-e1e7-4bf6-b92b-766d284d8c37
GyrA	23	a737bdda-e1e7-4bf6-b92b-766d284d8c37
MarR	17	a737bdda-e1e7-4bf6-b92b-766d284d8c37
PmrB	26	a737bdda-e1e7-4bf6-b92b-766d284d8c37
APH(3'')-Ib	130	a749c9fa-eae3-46c4-9ff3-be3cee97a274
APH(6)-Id	107	a749c9fa-eae3-46c4-9ff3-be3cee97a274
GlpT	67	a749c9fa-eae3-46c4-9ff3-be3cee97a274
MarR	57	a749c9fa-eae3-46c4-9ff3-be3cee97a274
Sul2	137	a749c9fa-eae3-46c4-9ff3-be3cee97a274
TEM-1	120	a749c9fa-eae3-46c4-9ff3-be3cee97a274
Tet(B)	68	a749c9fa-eae3-46c4-9ff3-be3cee97a274
GlpT	82	a7538cff-4ba7-48b7-9af5-46ba7c9a40d8
MarR	81	a7538cff-4ba7-48b7-9af5-46ba7c9a40d8
Tet(B)	99	a7538cff-4ba7-48b7-9af5-46ba7c9a40d8
AadA1	59.5	a795752e-0c0f-49f8-b0f3-700184fbc97f
CyaA	68	a795752e-0c0f-49f8-b0f3-700184fbc97f
GlpT	69	a795752e-0c0f-49f8-b0f3-700184fbc97f
ParE	65	a795752e-0c0f-49f8-b0f3-700184fbc97f
PmrB	73	a795752e-0c0f-49f8-b0f3-700184fbc97f
Sat2	87	a795752e-0c0f-49f8-b0f3-700184fbc97f
Tet(A)	125	a795752e-0c0f-49f8-b0f3-700184fbc97f
UhpT	74	a795752e-0c0f-49f8-b0f3-700184fbc97f
CyaA	98	a799c10b-965d-4045-8721-e09d3be2e96c
GlpT	74	a799c10b-965d-4045-8721-e09d3be2e96c
ParE	85	a799c10b-965d-4045-8721-e09d3be2e96c
UhpT	87	a799c10b-965d-4045-8721-e09d3be2e96c
GlpT	82	a79c1315-1eea-4bdf-b355-5081421acd2e
PmrB	106	a79c1315-1eea-4bdf-b355-5081421acd2e
GlpT	89	a7d5e679-31a3-45ae-a302-e7c8db53a3b2
PmrB	100	a7d5e679-31a3-45ae-a302-e7c8db53a3b2
UhpT	101	a7d5e679-31a3-45ae-a302-e7c8db53a3b2
DfrA5	73	a7f0cac3-09c4-4951-90b9-507938e8235d
GlpT	51	a7f0cac3-09c4-4951-90b9-507938e8235d
MarR	43	a7f0cac3-09c4-4951-90b9-507938e8235d
PmrB	69	a7f0cac3-09c4-4951-90b9-507938e8235d
Tet(B)	117	a7f0cac3-09c4-4951-90b9-507938e8235d
GlpT	106	a7f109a7-622c-43db-b065-567e046bd85c
MarR	89.5	a7f109a7-622c-43db-b065-567e046bd85c
PmrB	115	a7f109a7-622c-43db-b065-567e046bd85c
GlpT	101	a80bca85-8890-4ee6-a1ed-649e64029d23
MarR	85	a80bca85-8890-4ee6-a1ed-649e64029d23
PmrB	119	a80bca85-8890-4ee6-a1ed-649e64029d23
2'-phosphotransferase	41	a8289f05-490e-497b-ab14-9ec9014942f4
CyaA	54	a8289f05-490e-497b-ab14-9ec9014942f4
DfrA14	55	a8289f05-490e-497b-ab14-9ec9014942f4
GlpT	50	a8289f05-490e-497b-ab14-9ec9014942f4
GyrA	53	a8289f05-490e-497b-ab14-9ec9014942f4
GlpT	81	a834b0a4-c45f-42ba-9831-f1fc8f895ba8
PmrB	85	a834b0a4-c45f-42ba-9831-f1fc8f895ba8
GlpT	93	a839437e-c49f-4351-a1a8-125491471ca4
PmrB	115	a839437e-c49f-4351-a1a8-125491471ca4
APH(3'')-Ib	156	a84784c0-13b3-455b-91b2-faea82a62a12
APH(6)-Id	136	a84784c0-13b3-455b-91b2-faea82a62a12
CTX-M-27	109	a84784c0-13b3-455b-91b2-faea82a62a12
GlpT	73	a84784c0-13b3-455b-91b2-faea82a62a12
GyrA	80	a84784c0-13b3-455b-91b2-faea82a62a12
ParC	91	a84784c0-13b3-455b-91b2-faea82a62a12
ParE	93	a84784c0-13b3-455b-91b2-faea82a62a12
PmrB	88	a84784c0-13b3-455b-91b2-faea82a62a12
PtsI	82	a84784c0-13b3-455b-91b2-faea82a62a12
Sul2	127	a84784c0-13b3-455b-91b2-faea82a62a12
Tet(A)	121	a84784c0-13b3-455b-91b2-faea82a62a12
UhpT	95	a84784c0-13b3-455b-91b2-faea82a62a12
1	118	a84f3613-45af-49a3-8237-aa944dd06403
2'-phosphotransferase	90	a84f3613-45af-49a3-8237-aa944dd06403
AadA5	110	a84f3613-45af-49a3-8237-aa944dd06403
CyaA	73	a84f3613-45af-49a3-8237-aa944dd06403
DfrA17	160	a84f3613-45af-49a3-8237-aa944dd06403
GlpT	62	a84f3613-45af-49a3-8237-aa944dd06403
GyrA	66	a84f3613-45af-49a3-8237-aa944dd06403
O-acetyltransferase	146	a84f3613-45af-49a3-8237-aa944dd06403
ParC	69	a84f3613-45af-49a3-8237-aa944dd06403
ParE	73	a84f3613-45af-49a3-8237-aa944dd06403
Sul1	103	a84f3613-45af-49a3-8237-aa944dd06403
TEM-1	124	a84f3613-45af-49a3-8237-aa944dd06403
Tet(B)	131	a84f3613-45af-49a3-8237-aa944dd06403
1	272	a889d0e0-d54e-48c9-a1cc-12668ae16c46
2'-phosphotransferase	183	a889d0e0-d54e-48c9-a1cc-12668ae16c46
APH(3'')-Ib	258	a889d0e0-d54e-48c9-a1cc-12668ae16c46
APH(6)-Id	271	a889d0e0-d54e-48c9-a1cc-12668ae16c46
AadA2	270	a889d0e0-d54e-48c9-a1cc-12668ae16c46
DfrA12	248	a889d0e0-d54e-48c9-a1cc-12668ae16c46
GlpT	85	a889d0e0-d54e-48c9-a1cc-12668ae16c46
PmrB	97	a889d0e0-d54e-48c9-a1cc-12668ae16c46
Sul1	191	a889d0e0-d54e-48c9-a1cc-12668ae16c46
TEM-1	284	a889d0e0-d54e-48c9-a1cc-12668ae16c46
Tet(A)	55	a889d0e0-d54e-48c9-a1cc-12668ae16c46
GlpT	82	a88e4eb4-1945-41e3-91d6-5c0627f2ffcd
MarR	63	a88e4eb4-1945-41e3-91d6-5c0627f2ffcd
PmrB	93	a88e4eb4-1945-41e3-91d6-5c0627f2ffcd
GlpT	70	a8a50c4f-023e-4263-a152-4f45e73517ef
PmrB	68	a8a50c4f-023e-4263-a152-4f45e73517ef
1	159	a8a69bd5-0be8-4591-850a-2f98f62ebefd
2'-phosphotransferase	145	a8a69bd5-0be8-4591-850a-2f98f62ebefd
AAC(3)-IIe	172	a8a69bd5-0be8-4591-850a-2f98f62ebefd
AAC(6')-Ib-cr5	177	a8a69bd5-0be8-4591-850a-2f98f62ebefd
CatB3	154	a8a69bd5-0be8-4591-850a-2f98f62ebefd
GlpT	90	a8a69bd5-0be8-4591-850a-2f98f62ebefd
GyrA	94	a8a69bd5-0be8-4591-850a-2f98f62ebefd
OXA-1	158	a8a69bd5-0be8-4591-850a-2f98f62ebefd
ParC	122	a8a69bd5-0be8-4591-850a-2f98f62ebefd
ParE	113	a8a69bd5-0be8-4591-850a-2f98f62ebefd
PmrB	126	a8a69bd5-0be8-4591-850a-2f98f62ebefd
PtsI	102	a8a69bd5-0be8-4591-850a-2f98f62ebefd
Sul1	155	a8a69bd5-0be8-4591-850a-2f98f62ebefd
TEM-1	167	a8a69bd5-0be8-4591-850a-2f98f62ebefd
UhpT	140	a8a69bd5-0be8-4591-850a-2f98f62ebefd
APH(3'')-Ib	35	a8b2a67e-beba-401b-bf47-17edeaca2033
APH(6)-Id	29	a8b2a67e-beba-401b-bf47-17edeaca2033
AadA5	49	a8b2a67e-beba-401b-bf47-17edeaca2033
DfrA17	50	a8b2a67e-beba-401b-bf47-17edeaca2033
GlpT	19	a8b2a67e-beba-401b-bf47-17edeaca2033
GyrA	19	a8b2a67e-beba-401b-bf47-17edeaca2033
O-acetyltransferase	73	a8b2a67e-beba-401b-bf47-17edeaca2033
ParC	20	a8b2a67e-beba-401b-bf47-17edeaca2033
PmrB	19	a8b2a67e-beba-401b-bf47-17edeaca2033
Sul2	89	a8b2a67e-beba-401b-bf47-17edeaca2033
TEM-1	41	a8b2a67e-beba-401b-bf47-17edeaca2033
Tet(A)	45	a8b2a67e-beba-401b-bf47-17edeaca2033
Tet(B)	80	a8b2a67e-beba-401b-bf47-17edeaca2033
1	92	a8b449ef-f637-415a-9537-ec384cddce4f
APH(3'')-Ib	80	a8b449ef-f637-415a-9537-ec384cddce4f
APH(6)-Id	94	a8b449ef-f637-415a-9537-ec384cddce4f
AadA5	92	a8b449ef-f637-415a-9537-ec384cddce4f
CyaA	75	a8b449ef-f637-415a-9537-ec384cddce4f
DfrA17	109	a8b449ef-f637-415a-9537-ec384cddce4f
GlpT	84	a8b449ef-f637-415a-9537-ec384cddce4f
O-acetyltransferase	109	a8b449ef-f637-415a-9537-ec384cddce4f
Sul1	75	a8b449ef-f637-415a-9537-ec384cddce4f
Sul2	87	a8b449ef-f637-415a-9537-ec384cddce4f
TEM-1	143	a8b449ef-f637-415a-9537-ec384cddce4f
Tet(B)	99	a8b449ef-f637-415a-9537-ec384cddce4f
CTX-M-15	39	a8ce0abb-9d73-48ca-bf41-5a813b4a2ab0
GlpT	41	a8ce0abb-9d73-48ca-bf41-5a813b4a2ab0
GyrA	38	a8ce0abb-9d73-48ca-bf41-5a813b4a2ab0
ParC	45	a8ce0abb-9d73-48ca-bf41-5a813b4a2ab0
ParE	44	a8ce0abb-9d73-48ca-bf41-5a813b4a2ab0
PmrB	43	a8ce0abb-9d73-48ca-bf41-5a813b4a2ab0
PtsI	48	a8ce0abb-9d73-48ca-bf41-5a813b4a2ab0
TEM-1	92	a8ce0abb-9d73-48ca-bf41-5a813b4a2ab0
UhpT	47	a8ce0abb-9d73-48ca-bf41-5a813b4a2ab0
GlpT	77	a8f5da1e-146d-481f-8b0a-9de4c3f85339
MarR	70	a8f5da1e-146d-481f-8b0a-9de4c3f85339
PmrB	78	a8f5da1e-146d-481f-8b0a-9de4c3f85339
UhpT	83	a8f5da1e-146d-481f-8b0a-9de4c3f85339
APH(3'')-Ib	129	a905ab9a-6715-45d6-b82c-b29269f1e1e2
APH(6)-Id	109	a905ab9a-6715-45d6-b82c-b29269f1e1e2
DfrA5	131	a905ab9a-6715-45d6-b82c-b29269f1e1e2
GlpT	82	a905ab9a-6715-45d6-b82c-b29269f1e1e2
MarR	69	a905ab9a-6715-45d6-b82c-b29269f1e1e2
PmrB	98	a905ab9a-6715-45d6-b82c-b29269f1e1e2
Sul2	102	a905ab9a-6715-45d6-b82c-b29269f1e1e2
TEM-1	142	a905ab9a-6715-45d6-b82c-b29269f1e1e2
GlpT	87	a91154e2-a0ab-435e-89b8-11c53394545d
PmrB	89	a91154e2-a0ab-435e-89b8-11c53394545d
UhpT	98	a91154e2-a0ab-435e-89b8-11c53394545d
TEM-30	185	a91803b9-2a22-40d6-98df-9dbe137608b0
GlpT	76	a91bb0ed-e8e2-44a1-b787-cb1df16e9232
PmrB	86	a91bb0ed-e8e2-44a1-b787-cb1df16e9232
UhpT	92	a91bb0ed-e8e2-44a1-b787-cb1df16e9232
APH(3'')-Ib	360	a925a25c-7db7-4df5-8111-992d0a1ced72
APH(6)-Id	303.5	a925a25c-7db7-4df5-8111-992d0a1ced72
GlpT	40	a925a25c-7db7-4df5-8111-992d0a1ced72
PmrB	41	a925a25c-7db7-4df5-8111-992d0a1ced72
Sul2	282	a925a25c-7db7-4df5-8111-992d0a1ced72
TEM-1	334	a925a25c-7db7-4df5-8111-992d0a1ced72
UhpT	46	a925a25c-7db7-4df5-8111-992d0a1ced72
GlpT	93	a9298d2f-aee9-4991-b7bc-cb64b0cfa8e9
MarR	93	a9298d2f-aee9-4991-b7bc-cb64b0cfa8e9
PmrB	103	a9298d2f-aee9-4991-b7bc-cb64b0cfa8e9
GlpT	78	a943ff4d-f9bc-4350-8c9b-70f285d810e7
PmrB	76	a943ff4d-f9bc-4350-8c9b-70f285d810e7
1	132	a955ac0b-9205-405a-9036-97f4161663a3
2'-phosphotransferase	108	a955ac0b-9205-405a-9036-97f4161663a3
AAC(3)-IIe	74	a955ac0b-9205-405a-9036-97f4161663a3
AAC(6')-Ib-cr5	69	a955ac0b-9205-405a-9036-97f4161663a3
AadA5	124.5	a955ac0b-9205-405a-9036-97f4161663a3
CTX-M-15	80	a955ac0b-9205-405a-9036-97f4161663a3
CatB3	72	a955ac0b-9205-405a-9036-97f4161663a3
DfrA17	148	a955ac0b-9205-405a-9036-97f4161663a3
GlpT	73	a955ac0b-9205-405a-9036-97f4161663a3
GyrA	75	a955ac0b-9205-405a-9036-97f4161663a3
OXA-1	104	a955ac0b-9205-405a-9036-97f4161663a3
ParC	92	a955ac0b-9205-405a-9036-97f4161663a3
ParE	96	a955ac0b-9205-405a-9036-97f4161663a3
PmrB	93	a955ac0b-9205-405a-9036-97f4161663a3
PtsI	86	a955ac0b-9205-405a-9036-97f4161663a3
Sul1	121	a955ac0b-9205-405a-9036-97f4161663a3
Tet(A)	116	a955ac0b-9205-405a-9036-97f4161663a3
UhpT	107	a955ac0b-9205-405a-9036-97f4161663a3
CyaA	76	a9566ad2-f398-4549-a52f-2d6e50c8bdf6
GlpT	61	a9566ad2-f398-4549-a52f-2d6e50c8bdf6
